Row.names	Chromosome	Start	End	lengths	Direction	C_6	C_7	C_7_2	L12_6	L12_7	L12a_6	L12a_7	a_6	a_7	C_mean	L12_mean	L12a_mean	a_mean	logFC	PValue	FDR	DETE
AT1G31030	1	11064583	11067201	2618	-	0	0	0	0	0	39.1963599787389	33.9399435552719	37.8004108494751	26.7885583471828	0	0	36.5681517670054	32.2944845983289	7.06493309916419	4.94105553350114e-09	8.76638884976008e-09	Up
AT1G31100	1	11097034	11100418	3384	-	0	0	0	0	0	68.9179497262105	34.611922343157	30.7830893380384	20.7247180120936	0	0	51.7649360346838	25.753903675066	7.9285807275668	8.49511134160014e-12	1.7433997156269e-11	Up
AT1G31210	1	11148254	11152501	4247	-	0	0	8.52191347359344	0	2.04532219822267	15.3758266363501	20.9217735407822	2.45278960018653	3.53858752831871	2.84063782453115	1.02266109911133	18.1488000885662	2.99568856425262	2.59300905320371	0.0122230321076278	0.0141430595915749	Up
AT1G31570	1	11302782	11309164	6382	-	13.174707085425	4.53497681128167	27.2209839090076	130.676567610327	84.3876479634604	1187.65216403771	1580.86109387766	169.753640383451	111.460886610951	14.9768892685714	107.532107786894	1384.25662895768	140.607263497201	6.51844587634701	4.93641422423959e-31	1.97696200728042e-30	Up
AT1G32590	1	11789768	11793772	4004	+	0	0	0	12.2521280849901	13.0167083554221	43.1022909556412	44.3830031107402	119.675794673237	93.8335491556541	0	12.6344182202061	43.7426470331907	106.754671914445	7.93463509245707	1.02077732529694e-16	2.47688615697053e-16	Up
AT1G32830	1	11891181	11894820	3639	-	0	0	3.97829805137141	2.24684074618945	4.77410463086105	56.397950219477	78.8014792796077	60.1145771013564	67.4535751951734	1.32609935045714	3.51047268852525	67.5997147495424	63.7840761482649	5.45826459810154	9.73406476014904e-17	2.368909565523e-16	Up
AT1G33130	1	12016651	12018654	2003	-	7.63227709519198	0	0	4.08200373209357	4.33673658305126	482.038909314166	60.4920611544287	2.60034883474593	0	2.54409236506399	4.20937015757242	271.265485234298	1.30017441737296	6.5807920683134	6.63609828437102e-08	1.07138573084268e-07	Up
AT1G33450	1	12139228	12139780	552	+	0	0	0	14.8120533974337	0	456.296755839449	343.887870117094	0	18.1502188801565	0	7.40602669871687	400.092312978272	9.07510944007823	8.26483854717998	2.40625084407282e-15	5.56066371529434e-15	Up
AT1G33460	1	12140012	12142760	2748	-	0	2.63302601979618	0	0	0	271.578855165644	216.052195273789	11.3722679388561	5.46884324336592	0.877675339932061	0	243.815525219716	8.42055559111101	7.7222948352278	1.52178746947965e-30	5.89424724094229e-30	Up
AT1G33570	1	12173002	12174499	1497	-	0	0	0	0	0	4820.15731300332	5042.49618308055	86.9822764862407	50.1949940974267	0	0	4931.32674804194	68.5886352918337	13.3257819057742	6.03635911860096e-89	2.16521577080252e-87	Up
AT1G33580	1	12174773	12176059	1286	-	0	0	0	0	0	2723.90318424566	4142.49415270532	28.3510816578325	101.279914995337	0	0	3433.19866847549	64.8154983265845	12.5844026433127	1.57519381600844e-39	7.73532677504147e-39	Up
AT1G33813	1	12273243	12274646	1403	-	0	10.3144055629364	10.3186219593304	0	0	6.64913305412677	5.75745300509958	211.606861590718	149.962464190145	6.87767584075561	0	6.20329302961318	180.784662890432	-0.165357516334335	1	1	No
AT1G33817	1	12274982	12276763	1781	-	17.1672667284329	40.6263644154964	0	0	0	26.1895948201568	0	160.846394935309	106.883489957934	19.2645437146431	0	13.0947974100784	133.864942446622	-0.567891417312374	0.798583845705397	0.815385733548209	No
AT1G34080	1	12403277	12406628	3351	-	0	0	0	0	2.59220631926341	47.3257154503066	71.1108157867992	1.5543117624578	8.96949044032799	0	1.2961031596317	59.2182656185529	5.2619011013929	8.11636811625664	4.91842179386992e-12	1.0220901712702e-11	Up
AT1G34090	1	12407268	12409879	2611	+	0	2.77118173205665	0	0	0	653.833114712368	798.180120286449	87.772479319735	103.60431336264	0.923727244018883	0	726.006617499408	95.6883963411873	9.22310998231012	6.53684442357417e-58	6.19873178097551e-57	Up
AT1G34530	1	12627875	12630008	2133	+	0	0	0	0	0	288.652800068462	104.14295854161	0	0	0	0	196.397879305036	0	9.1864204639131	6.83367197775125e-14	1.50340783510527e-13	Up
AT1G34610	1	12675584	12679303	3719	+	0	3.89112960602308	0	0	0	408.86894031062	431.144058451657	2.8010210895381	16.1638948456785	1.29704320200769	0	420.006499381138	9.48245796760828	8.11816671026316	3.27550789965631e-32	1.35114700860823e-31	Up
AT1G34842	1	12751190	12752376	1186	-	1488.78633474101	1250.66515850926	1476.99849888854	1427.0526723477	1582.02395378074	877.026816826133	864.98206905704	873.938654707607	971.48051813856	1405.48333071293	1504.53831306422	871.004442941587	922.709586423084	-0.689780867091362	0.00148226613947984	0.00183338765377941	No
AT1G34904	1	12753487	12754922	1435	+	0	0	25.22130071244	0	0	45.5060179265359	36.5889147595858	68.9627007692862	45.3818713184679	8.40710023747999	0	41.0474663430608	57.1722860438771	2.20240099997598	0.0167316829200227	0.019171720012526	Up
AT1G34967	1	12755620	12759846	4226	+	0	5.13645681665871	6.85140871222931	0	0	9.93357821515129	23.8928850158386	46.8345838163397	41.4886688079298	3.99595517629601	0	16.913231615495	44.1616263121348	2.03034918432985	0.00519843095018605	0.0062155152665268	Up
AT1G35110	1	12833398	12840997	7599	-	157.924056481255	218.047402296299	293.388879823246	142.027300796238	276.63231700962	45.4221800201046	108.42559149201	190.54647230516	186.561033858568	223.120112866933	209.329808902929	76.9238857560571	188.553753081864	-1.53285584785656	0.00163259895089694	0.00201028975297011	Down
AT1G35112	1	12840228	12841118	890	-	1683.33730350968	2146.27713779053	2968.60377093444	1359.64664534466	2810.90698005088	429.75065244105	1093.66701260859	2024.87702891533	1975.64112835285	2266.07273741155	2085.27681269777	761.708832524819	2000.25907863409	-1.56980136655094	0.00165040104873235	0.00202918161729387	Down
AT1G35115	1	12842158	12845455	3297	+	5385.61551764306	5091.44336231962	5565.55390562091	4706.86354148551	5079.62995105916	2542.27091505413	3080.8965747466	4224.30256796286	4193.54283716954	5347.53759519453	4893.24674627233	2811.58374490037	4208.9227025662	-0.927211630396229	2.24511693442169e-06	3.22125473199634e-06	No
AT1G35186	1	12885606	12886983	1377	-	0	10.5091583186636	52.5672716374021	71.2527535981126	6.30826679437304	308.247917363663	255.178094137785	121.039912063816	94.5867615715344	21.0254766520219	38.7805101962428	281.713005750724	107.813336817675	3.70110578103914	6.8636117550776e-05	9.07448669541509e-05	Up
AT1G35300	1	12950376	12952882	2506	+	0	0	0	6.52534195960369	0	214.047161336409	69.3019517846474	20.7841129928016	11.9939195792255	0	3.26267097980184	141.674556560528	16.3890162860136	8.94773689195932	2.19169035739152e-12	4.62441060063428e-12	Up
AT1G35380	1	13006356	13007926	1570	-	0	0	0	0	0	44.5640143707318	234.099139337605	3.31751510572999	3.1907391152377	0	0	139.331576854168	3.25412711048385	8.25715625114254	2.43607011247117e-08	4.08635263866054e-08	Up
AT1G35405	1	13019299	13023624	4325	-	3.53467075645538	6.69184323921379	3.34728938935041	3.78092646260505	0	570.508683704414	441.705804137709	180.641573965182	321.995374389976	4.52460112833986	1.89046323130252	506.107243921062	251.318474177579	6.74903321837716	1.80369902924071e-37	8.50315256642048e-37	Up
AT1G35600	1	13136559	13139252	2693	+	5.67673636155571	0	0	6.07222686623351	0	330.81844261298	286.454131848413	9.67043950240641	11.1610703548233	1.8922454538519	3.03611343311675	308.636287230697	10.4157549286148	7.20427894269157	2.56820526625597e-34	1.10352570034436e-33	Up
AT1G35612	1	13145643	13146693	1050	+	6282.41439604801	6084.7576272563	6163.07704209183	3831.15877132252	4599.69976854622	2603.16092072131	2177.13424592551	2614.17030793328	2833.9233181794	6176.74968846538	4215.42926993437	2390.14758332341	2724.04681305634	-1.3701331116826	1.43576915127454e-10	2.77402704871544e-10	Down
AT1G35647	1	13181478	13186236	4758	-	0	1.52071364068935	1.52133528887564	0	0	187.241291710121	168.922194899621	4.37872947961	7.3699501631909	1.01401630985499	0	178.081743304871	5.87433982140045	7.23500062703697	1.60687165681563e-36	7.40597271996032e-36	Up
AT1G35650	1	13187285	13191749	4464	-	0	1.62086816810034	0	0	1.94589681358685	28.2118961943746	19.9047428825497	0	2.24438190453548	0.540289389366779	0.972948406793423	24.0583195384621	1.12219095226774	5.0871999164933	3.90530989359098e-07	5.95541712054077e-07	Up
AT1G35770	1	13269566	13275678	6112	-	0	0	2.36862346350467	0	8.52730697891199	618.150709808678	1346.72496579052	40.9044401779798	13.113770709223	0.789541154501557	4.26365348945599	982.437837799599	27.0091054436014	10.062573491987	4.11419933717096e-22	1.23425980115129e-21	Up
AT1G35840	1	13324970	13329493	4523	+	0	0	0	0	0	200.063490265126	233.955242132715	143.944802011831	110.755260024833	0	0	217.00936619892	127.350031018332	10.4163882963486	6.10310710170574e-43	3.44867353349811e-42	Up
AT1G35990	1	13409752	13415069	5317	-	0	0	0	0	0	18.4223629089465	22.7883390055145	114.612441183288	157.340584657546	0	0	20.6053509572305	135.976512920417	7.26502663113528	8.53295102582469e-11	1.68011565544281e-10	Up
AT1G35995	1	13418827	13421119	2292	-	13.3398350974429	0	0	0	0	437.538774020957	512.786346149874	983.979033170291	893.922036678701	4.44661169914763	0	475.162560085416	938.950534924496	6.68916576942234	9.60133485653468e-42	5.24576242161663e-41	Up
AT1G36120	1	13509837	13514564	4727	-	0	0	0	0	0	15.7879986036638	16.2340199658282	18.7316433619491	6.3585281289484	0	0	16.011009284746	12.5450857454488	6.73166957402836	9.10601831168107e-07	1.3343632517117e-06	Up
AT1G36185	1	13560124	13564586	4462	+	8.56535803544909	0	0	0	0	1436.31556133655	1484.47319234578	2526.04016616216	2536.16563609939	2.8551193451497	0	1460.39437684116	2531.10290113077	8.96634041176581	7.89985267480708e-93	3.62076580928658e-91	Up
AT1G36305	1	13660680	13665533	4853	+	0	1.49094487995053	0	0	0	35.5618324719529	16.6447693512358	6.43952035771204	5.16119968156108	0.496981626650176	0	26.1033009115943	5.80036001963656	5.32134856108667	8.80161949173996e-08	1.40451374868191e-07	Up
AT1G36360	1	13689534	13695235	5701	+	0	1.26917304023854	0	1.4341788239578	0	137.451960830547	111.226094622548	0.913611421855129	0	0.423057680079513	0.7170894119789	124.339027726547	0.456805710927565	7.80364802300485	1.16467225115689e-31	4.73327392711542e-31	Up
AT1G36630	1	13840145	13847625	7480	-	4.0875537491095	4.83660127165769	1.93543136483162	4.37232806170236	2.32258913792826	1423.00603250085	935.199717418447	887.812281135697	524.386029646103	3.61986212853294	3.34745859981531	1179.10287495965	706.0991553909	8.31219558900986	3.20478325896358e-58	3.14755498648209e-57	Up
AT1G36670	1	13864235	13865336	1101	-	0	0	0	0	0	80.4931606829506	124.723897933361	14.1920945939948	27.2995117761481	0	0	102.608529308156	20.7458031850715	7.30960820893381	1.05794659902082e-08	1.81834571706704e-08	Up
AT1G36680	1	13871080	13872202	1122	+	115.814022891436	38.6928101732615	32.2571894138604	21.8616403085118	15.4839275861884	3113.73508134133	2919.3493873224	7051.43453618366	6299.77597131249	62.2546741595193	18.6727839473501	3016.54223433187	6675.60525374807	5.59810253412317	1.58620325577247e-41	8.55305677132216e-41	Up
AT1G36910	1	13974517	13975976	1459	-	0	0	0	0	0	86.3179606659959	71.9740818094663	89.2477504454437	123.605603011127	0	0	79.1460212377311	106.426676728285	7.33277711297254	4.93330456331236e-11	9.80717172224747e-11	Up
AT1G36975	1	14019941	14024331	4390	+	0	0	0	0	0	259.249546319513	294.403883960081	465.086901291678	431.338504630744	0	0	276.826715139797	448.212702961211	10.7242514633103	4.12189215152072e-55	3.46996022959653e-54	Up
AT1G37040	1	14071388	14076253	4865	+	0	0	0	0	0	900.275531425336	563.696069724466	6.42363664871049	4.1187752607796	0	0	731.985800574901	5.27120595474504	12.2738277698173	1.74833160026804e-52	1.36072978322749e-51	Up
AT1G37057	1	14094306	14097437	3131	+	0	0	0	0	0	402.229015048509	331.518777946625	595.542171934398	494.386223882231	0	0	366.873896497567	544.964197908314	10.6416861707032	1.33189705409423e-48	9.15679224689781e-48	Up
AT1G37110	1	14130252	14134322	4070	-	5.63419570823202	3.55555552943484	1.77850449741284	6.02672246342758	4.26854219943571	22.9207215600488	43.6632787359714	10.2378353139972	2.46165130757896	3.65608524502657	5.14763233143165	33.2920001480101	6.34974331078809	3.14236705551976	1.32347612380798e-05	1.82633557493482e-05	Up
AT1G37160	1	14181396	14183264	1868	-	0	0	0	0	0	511.881799615276	430.2632780152	92.0130929485391	34.8624118533198	0	0	471.072538815238	63.4377524009294	10.2578714520257	2.34198234803706e-27	8.3281699876318e-27	Up
AT1G37340	1	14218097	14223712	5615	-	0	0	0	0	0	3.32279026712016	10.0701595659988	20.4072968391655	16.0588223324341	0	0	6.69647491655946	18.2330595857998	5.75573511376442	0.000212210931816496	0.000271854066379828	Up
AT1G38140	1	14300842	14302929	2087	+	0	0	0	0	8.32437314408402	728.59779061581	657.98280605956	29.9482436952339	52.8069616867801	0	4.16218657204201	693.290298337685	41.377602691007	10.9749962817563	1.86325511044841e-46	1.1824503585538e-45	Up
AT1G39110	1	14591055	14593550	2495	-	6.12723487842467	0	0	0	0	1041.30353846523	335.087226291388	66.8023883414328	28.1091966945589	2.04241162614156	0	688.195382378309	47.4557925179959	8.24536423583556	1.15397330004457e-18	3.05137170684862e-18	Up
AT1G40121	1	15190972	15191991	1019	+	45.0072159617356	14.2012865601568	14.2070918635334	0	0	73.2383409220008	138.724106877044	107.339031438585	68.8247750274039	24.471864795142	0	105.981223899522	88.0819032329944	2.10570861568901	0.00155615521264194	0.00191902548644186	Up
AT1G42050	1	15707077	15710285	3208	-	0	0	0	5.09741488490238	2.70775666329541	21.8096953123594	49.1007724563644	19.4831622792871	32.7926024405819	0	3.9025857740989	35.4552338843619	26.1378823599345	7.32250475155814	1.96091619522523e-08	3.31507348578036e-08	Up
AT1G42100	1	15721695	15724485	2790	+	0	0	0	0	0	28.4208732032218	34.7428239404504	26.1358358508764	30.5235939016825	0	0	31.5818485718361	28.3297148762795	6.95267143279342	1.90662653309823e-08	3.22991147804114e-08	Up
AT1G42110	1	15725298	15727434	2136	+	0	0	0	7.65566804811182	0	412.717852191862	381.951480890275	434.041559666341	377.585733220334	0	3.82783402405591	397.334666541068	405.813646443337	10.2056851592969	4.82537916462091e-44	2.82336014951224e-43	Up
AT1G42150	1	15742399	15746446	4047	+	0	0	0	0	0	25.3560836235084	76.8449969846693	0	0	0	0	51.1005403040888	0	8.17672865535721	6.88089986410006e-09	1.20269965844969e-08	Up
AT1G42410	1	15869107	15871453	2346	+	0	0	0	0	0	71.5759617003058	49.9261488530449	6.6604842915551	4.2706397365074	0	0	60.7510552766754	5.46556201403125	7.63418490484457	9.20757626548227e-11	1.80005934100068e-10	Up
AT1G42500	1	15951375	15953706	2331	-	0	0	0	0	0	232.117783417637	353.464637386436	33.5167227541576	49.4283953029744	0	0	292.791210402036	41.472559028566	9.89358319446945	8.17814773969051e-29	3.02554793060299e-28	Up
AT1G42580	1	15991696	15992175	479	-	63.8306932011254	0	0	0	36.2692416528254	19.4754356470561	143.34134825118	1304.84310212846	711.155131404544	21.2768977337085	18.1346208264127	81.4083919491179	1007.9991167665	1.90886595564829	0.0934150383781755	0.102483253539887	No
AT1G42590	1	15997017	16000380	3363	+	0	0	0	0	0	373.09386835546	708.570751417081	1485.2662113114	1784.51786270769	0	0	540.83230988627	1634.89203700955	11.306034202606	2.08808619866021e-41	1.11861760642512e-40	Up
AT1G42705	1	16071341	16073512	2171	+	0	0	0	7.53224640753885	4.00114388569861	184.769943815022	165.572520586773	28.7894908300106	41.5339877460236	0	5.76669514661873	175.171232200898	35.1617392880171	9.0484757664801	1.42324277130293e-25	4.8319970630655e-25	Up
AT1G42727	1	16085799	16088273	2474	+	0	0	14.6291699766982	6.60974411914585	0	441.172934506048	138.76415887695	10.5264727485774	38.4720080062815	4.87638999223273	3.30487205957293	289.968546691499	24.4992403774295	5.79750370745902	1.06444139545115e-07	1.68877721393691e-07	Up
AT1G42816	1	16104714	16105401	687	-	0	10.5321040791847	0	0	0	95.0525993079752	105.821483399407	151.630239184748	153.127610814246	3.51070135972824	0	100.437041353691	152.378924999497	4.45985897961562	1.98602270236114e-06	2.85945677041525e-06	Up
AT1G42852	1	16107024	16109446	2422	-	0	0	0	3.37582719875451	0	3.85166543143677	10.0054168862362	120.427715976788	357.818600780227	0	1.68791359937725	6.9285411588365	239.123158378508	4.62845938352476	0.0175194710161326	0.0200465514400962	Up
AT1G42924	1	16118446	16121623	3177	+	0	4.55496097097885	0	5.14715358853221	2.73417795903421	30.8315088406889	47.0373218362802	152.467856653332	238.095222552534	1.51832032365962	3.94066577378321	38.9344153384845	195.281539602933	4.47324786749336	3.38117818454864e-09	6.05091540618791e-09	Up
AT1G43060	1	16189210	16203832	14622	+	0	0	0.990085255706507	2.23669907683858	0	11.4838740356256	17.9541419368095	4.98693626206711	11.3057169717183	0.330028418568836	1.11834953841929	14.7190079862175	8.14632661689271	5.26602999549845	1.42449517415158e-09	2.5942792906734e-09	Up
AT1G43250	1	16311524	16316838	5314	+	20.1377789145064	12.2544221907413	10.8972725697708	12.3090003393051	22.8849769028836	1.7555012561046	6.84036122463233	7.84117232366743	10.3696019044326	14.4298245583395	17.5969886210944	4.29793124036847	9.10538711405003	-1.6725488435707	0.011291874071402	0.0131023855258884	Down
AT1G43270	1	16319951	16324362	4411	+	20.7945377760184	8.2017178671502	9.84608474876936	7.4144216507671	0	25.3785545452909	81.4912587154579	7.08478628337714	9.08539634717422	12.9474467973127	3.70721082538355	53.4349066303744	8.08509131527568	2.04119115543632	0.00364308327590519	0.00440050322492208	Up
AT1G43590	1	16414121	16414627	506	+	362.548245573191	171.594201637942	329.023332021376	1001.83342979006	961.349938829435	2525.76386060625	2897.43822481637	4189.44461938816	3534.34262193592	287.721926410836	981.591684309749	2711.60104271131	3861.89362066204	3.23441155345037	1.22287878427579e-24	4.00347221042671e-24	Up
AT1G43675	1	16470872	16471248	376	+	4635.02504380406	3232.90777766804	2695.19112400489	2239.77156373535	2310.23494038608	1798.75848785409	1772.36912688235	2493.43023638111	2504.73020546159	3521.041315159	2275.00325206072	1785.56380736822	2499.08022092135	-0.977985590950764	0.00103468145117286	0.00128944440667313	No
AT1G43886	1	16638997	16645265	6268	-	373.162094179234	391.329501485892	351.070204939209	363.939808492657	439.313214764675	259.710278601947	233.258597395342	276.711881369926	321.283198020281	371.853933534778	401.626511628666	246.484437998645	298.997539695104	-0.593600713605933	0.00670288447751679	0.0079452294453324	No
