Row.names	hda6	ldl1.2	hda6.ldl1.2	hda6_b	ldl1_b	type	H3Ac_hda6_mean	H3Ac_ldl12_mean	H3Ac_hda6ldl12_mean	H3Ac_WT_mean	H3K4me2_hda6_mean	H3K4me2_ldl12_mean	H3K4me2_hda6ldl12_mean	H3K4me2_WT_mean	CG_col_mean	CG_hda6_mean	CG_ldl12_mean	CG_hda6ldl12_mean	CHG_col_mean	CHG_hda6_mean	CHG_ldl12_mean	CHG_hda6ldl12_mean	CHH_col_mean	CHH_hda6_mean	CHH_ldl12_mean	CHH_hda6ldl12_mean	C_mean	L12_mean	L12a_mean	a_mean	Chr	Start	End	length	strand	Syn_anta	DETE_exp_log.effect2	H3Ac_fold_hda6	H3Ac_fold_ldl12	H3Ac_fold_hda6ldl12	H3K4me2_fold_hda6	H3K4me2_fold_ldl12	H3K4me2_fold_hda6ldl12	delta_CG_hda6_col	delta_CG_ldl12_col	delta_CG_hda6ldl12_col	delta_CHG_hda6_col	delta_CHG_ldl12_col	delta_CHG_hda6ldl12_col	delta_CHH_hda6_col	delta_CHH_ldl12_col	delta_CHH_hda6ldl12_col	hda6_logFC	hda6_PValue	hda6_FDR	hda6_DETE	l12_logFC	l12_PValue	l12_FDR	l12_DETE	hda6l12_logFC	hda6l12_PValue	hda6l12_FDR	hda6l12_DETE	types	cluster_WT	cluster_hda6	cluster_ldl12	cluster_hda6ldl12
AT2G11170	1	0	1	noBinding	Binding	hda6_triple_common	2.24237080254161	2.05765648052115	2.19782451231876	2.02762472653378	2.61028193176711	2.60576573221779	3.21054861817754	2.43726902667723	89.04215	90.43975	88.3283	91.89155	39.05855	23.6374	39.43695	21.41215	5.61373	4.06869	5.731595	3.6555	0	0	3.4821312538992	5.23384078121838	2	4433757	4438035	2000	-	strong_anta	-1.75170952731918	0.2780871244832	0.0396450182072938	0.22138176693038	0.209423573026795	0.204022326478046	0.902679327976754	1.39760000000001	-0.713849999999994	2.8494	-15.42115	0.378399999999992	-17.6464	-1.54504	0.117865	-1.95823	7.65095893584422	9.91448821851137e-11	2.63853315492641e-10	Up	0	1	1	No	5.9395669351303	3.2098588677159e-05	4.34833097843287e-05	Up	strong_weak_anta	cluster_2	cluster_3	cluster_2	cluster_3
AT2G11345	0	0	1	noBinding	Binding	hda6_ldl1_2_specific	2.61743719684902	1.31338808231556	4.49300999436873	1.63530398656422	3.76310876796184	2.80413308678548	5.24310351347926	2.8154657880705	86.3438	91.9375	89.14065	93.26565	55.69095	38.55455	57.22725	40.22725	9.144795	6.522625	9.549775	6.789595	0	0	7.33210651226609	0	2	4522601	4523297	2000	-	strong_syn	7.33210651226609	1.28553859445731	-0.503881211116281	3.35198931602494	1.05818822678275	-0.0132155645566787	2.60987827483782	5.59370000000001	2.79685000000001	6.92185000000001	-17.1364	1.5363	-15.4637	-2.62217	0.404979999999998	-2.3552	0	1	1	No	0	1	1	No	7.27794028511151	1.40937901619582e-07	2.22746683594167e-07	Up	0_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G11410	1	0	1	Binding	Binding	hda6_triple_common	2.95894565494371	1.78264969292916	3.95997412081128	1.98823931373781	3.5309821296545	2.29563193501213	4.90291289678089	2.47402712436279	89.13195	93.6273	90.75	93.15275	35.58985	17.97465	36.4378	18.31565	5.17864	3.067325	4.923695	1.855475	0	0	10.9524645972268	9.76045997959797	2	4543931	4547916	2000	+	strong_syn	1.19200461762888	1.19080577317427	-0.281934167904908	2.29450922832929	1.21251828844838	-0.220637447894074	2.6658552016076	4.49534999999999	1.61805	4.02080000000001	-17.6152	0.847949999999997	-17.2742	-2.111315	-0.254944999999999	-3.323165	12.107190008231	2.15084312865067e-77	2.77257122052626e-76	Up	0	1	1	No	13.4218589800387	1.12373400275045e-99	6.18053701512749e-98	Up	1_0_1	cluster_2	cluster_2	cluster_2	cluster_3
AT2G11430	1	0	1	Binding	Binding	hda6_triple_common	2.25813144046944	2.71269261713874	2.14828010805547	2.30486437121155	2.86489629591675	2.27185441672622	2.99910254494008	2.34582639453012	88.9835	93.26055	90.75035	93.9846	53.60755	40.1642	55.27635	42.58475	9.06479	8.48115	9.057675	8.57813	0	0	4.90781433593182	2.38709751943291	2	4559902	4564733	2000	-	strong_syn	2.52071681649892	-0.0588199650479089	0.495156216868049	-0.199118792109212	0.621939621340704	-0.0926565414211373	0.776370663403163	4.27704999999999	1.76684999999999	5.00109999999999	-13.44335	1.6688	-11.0228	-0.583640000000001	-0.00711499999999887	-0.486660000000001	4.76087217870122	0.00647393340186288	0.00948666972741896	Up	0	1	1	No	7.6194519706064	3.88648104846725e-10	7.28715196587609e-10	Up	1_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G11530	1	0	1	noBinding	noBinding	hda6_triple_common	2.19114885876769	1.11656071833147	2.6956587038173	1.82221211213552	3.12762337560693	2.44951779598129	3.69634999013699	2.03731895993219	84.37095	87.4516	85.4839	88.87905	24.86205	9.568965	26.4569	13.78445	4.914685	3.044635	5.01389	3.37996	0	0	5.88658131494881	4.82247796368513	2	4624738	4626409	2000	+	strong_syn	1.06410335126368	0.491735957858252	-1.11761597104918	1.11078863228035	1.31753454702263	0.523147873815283	1.94567780779072	3.08065000000002	1.11295000000001	4.50810000000001	-15.293085	1.59485	-11.0776	-1.87005	0.0992050000000004	-1.534725	5.89420303770969	4.34738636569095e-05	7.88262363009898e-05	Up	0	1	1	No	7.08925348738074	8.78070327273469e-08	1.40389151162909e-07	Up	1_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G11550	0	0	1	noBinding	Binding	hda6_ldl1_2_specific	1.80249310087028	1.73935560177474	1.56676158459289	1.83175768707045	2.94988785989403	2.55555359993154	3.11971141148182	2.50344160408135	85.20535	90.4032	87.0494	90.6481	41.4601	33.84025	45.26505	29.7901	6.919235	6.56999	6.9171	5.952975	0	0	4.65536667702496	0	2	4626901	4631904	2000	-	strong_syn	4.65536667702496	-0.0408444194069113	-0.130118848078734	-0.38319428772864	0.526309942523104	0.0630162778300408	0.719728387379059	5.19785	1.84405000000001	5.44275000000002	-7.61985	3.80495000000001	-11.67	-0.349244999999999	-0.00213499999999822	-0.966259999999999	0	1	1	No	0	1	1	No	7.40836675403325	4.30960373057769e-08	7.06843554219999e-08	Up	0_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G11720	1	0	1	noBinding	Binding	hda6_triple_common	1.78182130208751	1.72887395137091	1.70929284167739	1.70525029038663	5.17655216525658	2.68169662751288	3.33935904682185	2.57749529622372	84.4565	91.48935	86.8913	90.558	48.46365	49.73645	50.76365	32.54365	8.73871	7.21314	8.487095	6.26308	0	0	3.18439774618777	8.34743801448465	2	4699171	4703974	2000	-	strong_anta	-5.16304026829688	0.109138175104288	0.0339356876408586	0.00582443647226405	2.82288699790399	0.124267614507574	0.876184835076091	7.03285	2.4348	6.1015	1.2728	2.3	-15.92	-1.52557	-0.251614999999999	-2.47563	10.96139260539	7.61673239341458e-54	5.9845754519686e-53	Up	0	1	1	No	5.78493784163689	1.69467930123836e-05	2.32630686110091e-05	Up	strong_weak_anta	cluster_1	cluster_1	cluster_1	cluster_1
AT2G11730	1	0	0	Binding	Binding	hda6_specific	2.07470408439713	2.01897771682456	2.05602333488643	2.00967322892518	4.51169573536079	2.37635568103778	3.52428124246372	2.54253541682704	83.7419	91.08065	84.0081	88.90325	53.17405	58.23695	52.43975	39.30925	9.08252	10.2676	9.57832	8.28823	0	0	0	6.77447551051541	2	4704284	4706507	2000	+	strong_anta	-6.77447551051541	0.085859063729106	0.0123612041524994	0.0613214293478491	2.17592714830062	-0.203099007065846	1.12207981997169	7.33875	0.266199999999998	5.16135	5.06290000000001	-0.734299999999998	-13.8648	1.18508	0.495800000000001	-0.79429	8.27286114699751	3.46553861895856e-12	9.7913334268521e-12	Up	0	1	1	No	0	1	1	No	strong_weak_anta	cluster_1	cluster_1	cluster_1	cluster_1
AT2G11740	1	0	1	noBinding	noBinding	hda6_triple_common	2.5494769628538	1.6422394657944	1.68671789553563	1.68602085640051	5.69295856952239	2.43989303589764	3.49020556001667	2.39399684113108	86.92595	92.0463	89.5	91.88885	45.01905	48.63335	49.8762	29.1	7.43775	5.95382	8.30422	5.241965	0	0	3.03100816067431	8.57517915674773	2	4706900	4708590	2000	-	strong_anta	-5.54417099607342	1.12983506582979	-0.0639370489957964	0.00101078343710129	3.57494949047284	0.0564581986775872	1.26600848963457	5.12035	2.57405	4.9629	3.61429999999999	4.85714999999999	-15.91905	-1.48393	0.866470000000001	-2.195785	9.68286356153605	2.07444315349977e-18	7.10130955036228e-18	Up	0	1	1	No	4.22154240066413	0.0311633545958619	0.0352188596460083	Up	strong_weak_anta	cluster_1	cluster_1	cluster_1	cluster_2
AT2G11775	1	0	1	Binding	Binding	hda6_triple_common	2.70003681704125	1.91949263961464	2.63928542388081	2.02268028912728	3.17910493656582	2.82768490870381	3.1463912903492	2.30900879486858	86.4479	90.09375	83.84375	86.27085	32.34145	7.731705	30.939	9.609765	5.9126	3.424795	5.92886	3.42683	0	0	6.17576671532321	5.66626077844353	2	4724381	4725219	2000	-	syn	0.509505936879686	0.843622611133947	-0.138487821174937	0.77155499148417	1.02630496169476	0.624692243921084	0.989483657820149	3.64585	-2.60415	-0.177050000000008	-24.609745	-1.40245	-22.731685	-2.487805	0.0162599999999999	-2.48577	5.75822816531937	0.00794068345405133	0.0113931545210302	Up	0	1	1	No	6.39378912737832	0.0022727996705476	0.00276965986440439	Up	1_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G11780	1	0	1	noBinding	Binding	hda6_triple_common	2.87250571724524	1.86849910795247	2.71712473518884	1.86044837991363	3.77276719075806	2.4287440585818	3.52226545717074	2.34788388639233	87.31645	79.68985	87.32595	85.26265	39.93705	13.45105	40.2063	13.45455	6.80427	3.13588	6.90287	2.933655	0	0	11.718721179268	11.9930234991056	2	4729677	4732966	2000	+	anta	-0.274302319837549	1.26464763954906	0.0110944959165429	1.08311652702358	1.63054555100272	0.099932394189684	1.35830986239409	-7.62660000000001	0.00950000000000273	-2.05380000000001	-26.486	0.26925	-26.4825	-3.66839	0.0985999999999994	-3.870615	14.0639091129989	5.86276694266936e-93	1.51149460240695e-91	Up	0	1	1	No	13.9114818335445	5.27440682187219e-89	1.97790255820207e-87	Up	strong_weak_anta	cluster_1	cluster_3	cluster_1	cluster_3
AT2G11790	1	0	1	noBinding	Binding	hda6_triple_common	2.97414197212782	1.79541994454541	2.71159181726045	1.93720877997653	4.55882476436526	2.71012645078274	3.96076189889506	2.23991123441117	87.08335	81.125	88.30095	84.16205	39.5963	8.201835	42.3486	7.990825	8.26712	2.521565	7.72222	2.705475	0	0	6.83190374538708	8.2622115671939	2	4734651	4736839	2000	-	strong_anta	-1.43030782180682	1.27684683915623	-0.19535324293928	0.971733764425843	2.59922442146162	0.574016337635414	1.96798080936197	-5.95835000000001	1.21759999999999	-2.92130000000002	-31.394465	2.75230000000001	-31.605475	-5.745555	-0.544900000000001	-5.561645	9.74204366765575	5.46117077907329e-36	3.04423371130775e-35	Up	0	1	1	No	8.42436508965502	5.03647192336602e-20	1.39901997871278e-19	Up	strong_weak_anta	cluster_1	cluster_3	cluster_1	cluster_3
AT2G12040	1	0	1	noBinding	noBinding	hda6_triple_common	2.16352288434144	1.58533274493568	2.10195424696571	1.7543145850569	3.94037350629155	2.27143314653259	3.36459344226483	2.17794170407018	79.33335	86.69445	84.44445	88.1389	47.5756	29.975	51.925	31.6667	7.66202	5.190235	8.356905	5.483165	0	0	8.27215627771694	10.1727585527692	2	4855656	4856532	2000	+	strong_anta	-1.90060227505229	0.551811931886256	-0.246444745007055	0.472077981209845	2.0252373506248	0.118913918420798	1.39934594170009	7.36110000000001	5.11110000000001	8.80555	-17.6006	4.3494	-15.9089	-2.471785	0.694885000000001	-2.178855	10.3343873294967	4.37926158918731e-36	2.47458274731474e-35	Up	0	1	1	No	8.55536736843409	4.5397171886249e-19	1.22795628872641e-18	Up	strong_weak_anta	cluster_2	cluster_2	cluster_2	cluster_2
AT2G12066	1	0	1	noBinding	Binding	hda6_triple_common	4.72202604469504	2.13529845065727	4.13394979277649	1.6157693941541	5.33891640185836	2.54499965961156	5.00645736691737	2.52106456056771	87.13635	78.4318	90.72725	77.5	30.29165	2.708335	33	0.4166665	6.70442	0.8563535	6.030385	0.8977895	0	0	8.06662240188072	8.77099898524769	2	4864908	4865482	2000	-	anta	-0.704376583366971	3.61969043546674	0.716439912423371	3.0027647117337	3.0576519219745	0.0289282690067178	2.7156996927452	-8.70454999999998	3.5909	-9.63634999999999	-27.583315	2.70834999999999	-29.8749835	-5.8480665	-0.674034999999999	-5.8066305	8.32316514821238	3.36250400517676e-13	9.76783733898178e-13	Up	0	1	1	No	7.74834271729504	2.08712445109159e-10	3.97662279942392e-10	Up	strong_weak_anta	cluster_2	cluster_3	cluster_2	cluster_3
AT2G12083	1	0	1	noBinding	Binding	hda6_triple_common	3.58347696251051	1.68096341246401	3.14319176037467	1.76897613379058	5.44426453216477	2.72627647914303	5.0714301831262	2.28941546221952	89.10415	88.9286	89.8343	91.0357	34.4521	14.7021	32.2713	10.452135	7.208525	1.882035	6.78006	2.229835	2.06411167599625	0	7.94340492386171	8.37425092387688	2	4866439	4868715	2000	-	strong_syn	1.63326567598108	2.189435994109	-0.126145103516503	1.70156787379053	3.45116257442551	0.530559082894814	3.06830267141976	-0.175550000000001	0.730149999999995	1.93154999999999	-19.75	-2.18079999999999	-23.999965	-5.32649	-0.428465	-4.97869	6.53174364917079	3.84724461662653e-28	1.661767962679e-27	Up	-3.10252834702243	0.443948616488057	1	No	6.1131732167072	4.1442656395258e-24	1.30000728236075e-23	Up	1_0_1	cluster_2	cluster_3	cluster_2	cluster_3
AT2G12100	1	0	1	Binding	Binding	hda6_triple_common	2.20142528257047	2.05305745166259	2.64016046919794	1.99922795161176	3.00540807256139	2.6909165324539	3.87231166011975	2.70187836634089	88.8305	92.4853	89.16555	91.0423	49.1077	30.843	48.0836	25.24075	8.43428	6.806995	8.508305	4.632425	0	0	6.35124558283918	2.36300220110427	2	4873586	4878566	2000	+	strong_syn	3.98824338173491	0.263716978680833	0.0713246129665873	0.803778120601263	0.352345467372375	-0.0129591506104935	1.3089861246693	3.65479999999999	0.335049999999995	2.2118	-18.2647	-1.0241	-23.86695	-1.627285	0.0740250000000007	-3.801855	4.76595175045204	0.0069277608005983	0.0100623286276296	Up	0	1	1	No	9.1301224147001	9.07142367469526e-17	2.21417885550994e-16	Up	1_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G12130	1	0	1	Binding	Binding	hda6_triple_common	2.59364897331572	2.69006168613245	2.78869406193547	1.73920004023089	2.89163887974	2.44159767956698	3.6465025492545	2.33209779164872	80.0619	94.5833	88.575	84.90995	35.7589	13.6146	41.4526	10.791225	6.43018	4.4885	7.14017	3.238195	0	0	4.89081889952719	7.27767868855233	2	4881879	4882509	2000	+	strong_anta	-2.38685978902514	1.1064318093112	1.22122292090129	1.33721175463908	0.669993441778288	0.135364869467149	1.51350497361756	14.5214	8.51310000000001	4.84805	-22.1443	5.6937	-24.967675	-1.94168	0.70999	-3.191985	6.96528791601832	4.57363626397183e-08	1.03946278726632e-07	Up	0	1	1	No	4.67081806570436	0.0146159158697391	0.0168409645147134	Up	strong_weak_anta	cluster_2	cluster_2	cluster_1	cluster_2
AT2G12195	1	0	1	noBinding	Binding	hda6_triple_common	4.04987032581513	2.17435528089183	3.26352874474457	1.99267961891853	4.18617962372364	2.57655962573711	3.88793462611768	2.2012354968925	86.897	82.8796	89.556	91.2863	45.3364	19.0709	49.27115	21.8695	6.74613	3.51397	6.974995	3.41278	0	0	6.04052943590192	6.37485368734479	2	4894627	4898737	2000	-	anta	-0.334324251442878	2.38444000712295	0.237781218062757	1.52937835093205	2.25686309392493	0.464240590191486	1.93925118334378	-4.01740000000001	2.65899999999999	4.38929999999999	-26.2655	3.93475	-23.4669	-3.23216	0.228865000000001	-3.33335	8.75365104311497	9.39029293645374e-25	3.77902032808504e-24	Up	0	1	1	No	8.53973374133871	3.40863456651505e-21	1.00075570013342e-20	Up	strong_weak_anta	cluster_2	cluster_3	cluster_2	cluster_3
AT2G12210	0	0	1	Binding	Binding	hda6_ldl1_2_specific	2.37511869048761	2.25750400796935	2.39435362016965	2.16868054114037	3.53328923503455	3.19599713734732	4.12838414407002	3.11456442410525	84.4964	89.4646	85.9144	88.59045	49.68865	36.44545	50.43705	34.2966	8.41793	7.18793	8.17698	6.17984	0	0	6.49965548440764	1.35793191669345	2	4902162	4908827	2000	+	strong_syn	5.14172356771419	0.260364534677406	0.113224270841156	0.284149251737712	0.465348220947809	0.0917191127891233	1.10577238314169	4.9682	1.41799999999999	4.09405	-13.2432	0.748400000000004	-15.39205	-1.23	-0.24095	-2.23809	3.82114703073678	0.151124776097328	0.184708059674512	No	0	1	1	No	9.69904379069658	8.0836383098565e-16	1.92745711145422e-15	Up	0_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G12240	0	0	1	noBinding	Binding	hda6_ldl1_2_specific	1.65903858122986	1.74592570242445	2.0914188831732	1.79850886841042	2.77546674480308	2.65095522118074	3.11848431998329	2.26692443326717	84.9971	88.23335	88.30555	91.20595	41.04245	24.7216	41.4572	23.4614	7.543795	5.686905	6.32092	4.000275	0	0	6.39255093951756	3.39457617107789	2	4911108	4912425	2000	-	strong_syn	2.99797476843967	-0.199706981994361	-0.0743219987483383	0.395942756416322	0.61664743075345	0.469748154885693	1.01089633651756	3.23625	3.30844999999999	6.20885	-16.32085	0.414750000000005	-17.58105	-1.85689	-1.222875	-3.54352	4.10453152488653	0.0720814165261332	0.0921971606729611	No	0	1	1	No	7.25893629759341	6.40252032890732e-08	1.03570181791148e-07	Up	0_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G12270	1	0	1	noBinding	Binding	hda6_triple_common	5.61737195590477	2.62538856574127	4.1669122357118	2.25100097433034	5.21806041506337	2.51874913546359	4.20345959644807	2.37957106013439	89.26155	79.03455	90.09615	89.94545	44.77305	11.8081	45.16555	13.80265	8.686275	3.24426	8.485645	3.876365	2.25709502817024	0	8.07114258540372	8.61376621741872	2	4919061	4920410	2000	-	strong_syn	1.71447139615524	3.67654384757699	0.459418018911154	2.17319153502894	3.10676619059274	0.170360297971025	2.05098475074112	-10.227	0.834599999999995	0.683900000000008	-32.96495	0.392499999999991	-30.9704	-5.442015	-0.20063	-4.80991	6.5316381397641	1.46708512087464e-29	6.6502484874812e-29	Up	-2.60229276518869	0.724370355555798	1	No	6.00298179335396	3.02393849754898e-23	9.34363018905583e-23	Up	1_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G12300	1	0	1	Binding	Binding	hda6_triple_common	2.11789281794914	1.96476642172225	2.2830564883322	1.84722926875448	3.15990523466922	2.41581544313365	3.16549072302184	2.13142650523564	87.3572	93.1864	89.1022	93.44075	45.13885	33.44095	44.62925	33.6735	9.28162	8.312585	8.94108	7.02966	1.59534592030148	2.14625172091841	5.79997556635441	5.13824117762674	2	4926145	4928532	2000	-	syn	0.110828588110739	0.362533073706587	0.160283530088767	0.573613816863812	1.23081252901909	0.358675230834888	1.23709936075767	5.8292	1.74499999999999	6.08355	-11.6979	-0.509599999999999	-11.46535	-0.969034999999998	-0.340539999999999	-2.25196	3.85725730407302	3.05300290727568e-06	6.13940042910148e-06	Up	0.673783763600651	1	1	No	4.54185043392302	5.60114558892926e-10	1.04310273382994e-09	Up	1_0_1	cluster_1	cluster_1	cluster_1	cluster_2
AT2G12380	1	0	1	Binding	Binding	hda6_triple_common	2.56806859743893	2.66791823198532	2.56207264948223	2.27120752219732	3.071258118259	2.16206820945541	3.57112826317706	2.12521961710926	88.41165	92.76825	90.86035	93.6	44.3543	22.1488	45.9524	21.99605	9.55539	7.769725	9.5568	7.03645	0	0	3.95033962971613	4.74638177780076	2	4986186	4989358	2000	-	anta	-0.796042148084631	0.365231554933561	0.484494353068842	0.358017848391544	1.13865934105649	0.0476135919534961	1.69441875143412	4.3566	2.44869999999999	5.18835	-22.2055	1.5981	-22.35825	-1.785665	0.00141000000000169	-2.51894	6.72272168869599	3.28742721038367e-08	7.5128184170818e-08	Up	0	1	1	No	6.01121314181582	1.32381657431639e-05	1.82633557493482e-05	Up	strong_weak_anta	cluster_1	cluster_1	cluster_1	cluster_1
AT2G12460	1	1	1	Binding	Binding	common	3.16492462094538	2.76237007849467	3.03894531960791	2.30614410074382	4.12159153478909	3.58538322542205	4.57212568644468	2.84320099977098	92.0268	92.52675	92.3036	94.95835	55.6123	38.17115	55.0909	37.7139	9.934145	8.21605	9.158435	6.08642	8.38977944190927	9.52317433631142	10.8830293916169	9.79552971207635	2	5045951	5047581	2000	-	anta	-0.0458952148616198	1.01394590448882	0.551982779982672	0.871370377740397	1.40939224129857	0.833090837178092	1.88329687555737	0.499949999999998	0.276799999999994	2.93154999999999	-17.44115	-0.521399999999993	-17.8984	-1.718095	-0.775709999999998	-3.847725	1.40663896301077	3.62264444989946e-09	8.66284542367262e-09	Up	1.1326391249106	5.27322923753774e-06	0.000310743865783474	Up	2.49494229575557	1.4575564198862e-26	5.09527138307677e-26	Up	strong_weak_anta	cluster_1	cluster_1	cluster_1	cluster_1
AT2G12650	0	0	1	Binding	Binding	hda6_ldl1_2_specific	2.24643089046513	2.00959978302953	3.56801385809129	1.78611956648937	2.92799882267531	2.54364558929447	4.13085675687623	2.3205828761399	87.30515	91.1948	88.5584	89.79485	43.60545	25.8507	44.4092	20.16825	7.129295	5.01025	7.032885	3.25648	0	0	6.00406438438077	1.51695966113561	2	5172043	5177532	2000	+	strong_syn	4.48710472324516	0.61268047684727	0.305525338138207	2.14836580457531	0.726307022416462	0.273823184561094	2.04747118490036	3.88964999999999	1.25324999999998	2.48969999999998	-17.75475	0.803749999999994	-23.4372	-2.119045	-0.0964099999999988	-3.872815	3.81301019094787	0.13521481617274	0.167244712657438	No	0	1	1	No	8.91469051941975	2.73260285866562e-22	8.2277275853983e-22	Up	0_0_1	cluster_2	cluster_3	cluster_2	cluster_3
AT2G12770	0	0	1	noBinding	Binding	hda6_ldl1_2_specific	2.31850051111685	2.18889935641474	2.38590725503663	2.15395608172988	3.02255779235855	2.46189259235498	3.61364185458007	2.56198592230185	86.11665	88.9112	87.5757	92.19405	47.37635	29.8172	48.3532	30.8052	8.63041	6.67631	8.87261	6.379475	0	0	3.83053709064403	0.992374313133833	2	5239768	5245033	2000	-	strong_syn	2.8381627775102	0.208867093292837	0.0449013874065302	0.292672682537736	0.538703047973754	-0.121353861771329	1.19621242719355	2.79455000000002	1.45905	6.07740000000001	-17.55915	0.976849999999992	-16.57115	-1.9541	0.2422	-2.250935	2.91658151942422	0.337567305761143	0.387333834844149	No	0	1	1	No	6.61033819191526	1.90071990961686e-06	2.74142294656278e-06	Up	0_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G13160	0	0	1	noBinding	noBinding	hda6_ldl1_2_specific	2.07466983668754	1.92154487162461	2.69833295564637	1.675036800967	3.52819684465526	2.96144182250007	4.31322045200339	2.86200100576944	88.2903	91.7352	89.49245	88.67555	45.9413	27.2004	49.0383	24.83425	8.457515	6.734185	8.666095	5.123775	1.74110208506013	2.25071817403929	8.48914923625979	2.51043340182519	2	5441879	5444055	2000	+	strong_syn	5.46909974545544	0.550392148920339	0.346151007286562	1.32345987060901	0.748781432230116	0.114667391932238	1.59008809578666	3.44489999999999	1.20215	0.385249999999999	-18.7409	3.097	-21.10705	-1.72333	0.20858	-3.33374	0.944467944328153	0.654984464742621	0.709136723638664	No	0.664514228434948	1	1	No	7.10763703892113	8.40066396152942e-18	2.15904914899121e-17	Up	0_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G13250	1	0	1	noBinding	Binding	hda6_triple_common	2.88332168996425	2.13738711979505	3.18968542103261	1.91300043742894	4.52369681037753	2.81393712209397	4.71063564155196	2.51760451460356	85.84845	89.39905	88.44835	90.9031	24.4423	11.4605	23.19595	11.93025	6.40877	4.53263	5.85826	3.99588	1.44446085881579	1.96973631342323	5.520750035795	6.07475485876842	2	5481568	5484372	2000	-	strong_anta	-1.07928027758085	1.20515824646131	0.297530083298466	1.55411079552369	2.21862022291113	0.351860025063564	2.41349779062357	3.55059999999999	2.59989999999999	5.05464999999998	-12.9818	-1.24635	-12.51205	-1.87614	-0.55051	-2.41289	5.03829943449912	1.11633580075112e-13	3.2892036986417e-13	Up	0.674141540434155	1	1	No	4.49019892440003	1.15046999687503e-09	2.11861104335246e-09	Up	strong_weak_anta	cluster_2	cluster_2	cluster_2	cluster_2
AT2G13300	1	0	1	noBinding	noBinding	hda6_triple_common	5.15313651623733	2.24076309798604	5.88419250286537	2.04998617054917	5.09734953730452	3.05212196900718	5.6907704622504	2.69104722900912	86.3066	75.6462	87.98115	70.78775	39.72655	22.0359	43.65465	14.5497	6.31395	3.71314	7.04651	1.841085	3.60788535664718	3.24938802759379	11.2213390670533	10.8314192063604	2	5517588	5520081	2000	-	syn	0.748417189746394	3.46036133002848	0.246504377340259	4.20788963154316	2.60603364076274	0.418380157751035	3.21400519914583	-10.6604	1.67455	-15.51885	-17.69065	3.92810000000001	-25.17685	-2.60081	0.73256	-4.472865	7.33652129984801	3.15621373069154e-31	1.47947518626166e-30	Up	-0.357590014659127	0.719470504643658	1	No	7.72979324420392	4.35855786390117e-34	1.86311411280749e-33	Up	1_0_1	cluster_2	cluster_3	cluster_2	cluster_3
AT2G13310	1	0	1	noBinding	noBinding	hda6_triple_common	1.98262127712678	2.03622725233192	2.58691722990318	1.95831931344259	3.39680477536748	2.8461613124837	4.21196225205882	2.69279541328972	87.2913	92.91155	89.27765	91.3684	45.81565	29.0165	46.90725	28.4553	10.490615	9.05529	8.58071	6.389505	1.08848571400942	0	10.3119833845762	5.46851919120678	2	5524128	5526270	2000	-	strong_syn	5.93194990737888	0.0326165717760048	0.103915102367781	0.794945412070054	0.80238073108873	0.179712346513239	1.68136041203475	5.62025	1.98634999999999	4.07709999999999	-16.79915	1.0916	-17.36035	-1.435325	-1.909905	-4.10111	4.84697293497572	2.62204243020284e-07	5.67765093154159e-07	Up	-1.82018552377259	1	1	No	9.74370653996098	1.18798409497525e-45	7.36907427334273e-45	Up	1_0_1	cluster_2	cluster_2	cluster_2	cluster_2
AT2G13320	0	0	1	noBinding	noBinding	hda6_ldl1_2_specific	3.58201338502718	2.18747955924598	4.75112893165475	2.35333740748367	3.04034101593749	2.72963868791686	3.75380240125662	1.99665628913998	93.3848	88.5679	89.8091	90.0076	36.7579	8.60582	35.1769	9.31707	7.99993	3.26805	9.455015	3.40413	2.84853136302079	0	8.8984571647279	0	2	5526468	5526858	2000	+	strong_syn	11.7469885277487	1.41683862471621	-0.209215081200782	2.65708511046388	1.2725827622947	0.913147874280993	2.06181494840723	-4.8169	-3.5757	-3.3772	-28.15208	-1.581	-27.44083	-4.73188	1.455085	-4.5958	-2.04851314661448	1	1	No	-1.82016589379029	1	1	No	5.87429077865762	5.89348004182312e-13	1.25636202441966e-12	Up	0_0_1	cluster_1	cluster_2	cluster_1	cluster_2
